103.190.60.12	superlink.net.id
139.159.190.95	superlink.isct.com.cn
34.102.213.96	assets.superlink.me
47.94.172.93	wxapp.superlink.mobi
106.75.61.216	superlink.com.cn
220.128.106.110	stc110.superlink.com.tw
41.205.116.23	www.superlink.com.eg
14.103.90.214	*.superlink.org.cn
106.55.49.70	erp.superlink.cc
103.190.60.10	superlink.net.id
120.157.77.238	remote.superlink.net.au
14.103.90.43	*.superlink.org.cn
220.128.106.108	www.superlink.com.tw
35.244.207.174	api.superlink.me
