rank	ip	platform	posture	surprisal_nats	pop_freq	cohort_share	off_equilibrium
1	118.184.171.90	FATE-FL	AUTH_OFF	0.4700	1.0000	0.0000	
2	39.101.129.55	FATE-FL	AUTH_OFF	0.4700	1.0000	0.0000	
3	39.104.203.187	FATE-FL	AUTH_OFF	0.4700	1.0000	0.0000	
4	150.129.138.81	FATE-FL	AUTH_OFF	0.4700	1.0000	0.0000	
